index,sub_index,item_type,brand,product,film_format,film_speed_iso,process,expiry_date,date_added,md5,uuid,filename,author,notes,item_subtype,quantity
531,0,film_box_outside,ORWO,DK5,35mm,Unknown,BW,198301,1772459309,8cc178e169596fe03b92c8561302a763,227450eabb63400cb0f7fb663797e815,00531_000.jpg,Luci 101,,Bulk Roll,50m
532,0,film_box_outside,Foton,Mikrofilm Negatywowy Super Orto,35mm,Unknown,BW,198410,1772459465,f83a94bb91877a65c7e37a41691572c7,c5f2c4c39f884a668f540f88d21c003e,00532_000.jpg,Luci 101,,Bulk Roll,17m
533,0,film_box_outside,ORWO,NC 19,120,64,Unknown,197811,1772459773,70a79baba8f4e93073900bbc50794644,a1dea49e29ae412596b2b691ac3bdca5,00533_000.jpg,Luci 101,,Single Pack,N/A
533,1,film_box_outside,ORWO,NC 19,120,64,Unknown,197811,1772459776,915a19c8fc370f7958079fada44bf6f4,bea59b338851477b94e939e80f50b2f2,00533_001.jpg,Luci 101,,Single Pack,N/A
533,2,film_box_outside,ORWO,NC 19,120,64,Unknown,197811,1772459781,c1093753822eb5b9daf89bd2edfa3d6e,bc8f4df82be8463eb5744d8728eb967b,00533_002.jpg,Luci 101,,Single Pack,N/A
533,3,film_box_leaflet,ORWO,NC 19,120,64,Unknown,197811,1772459785,b2ec737d6b01f7baa530d282ea54e41b,40cf1acc36ad41898c60646b8c61b855,00533_003.jpg,Luci 101,,Single Pack,N/A
533,4,film_box_leaflet,ORWO,NC 19,120,64,Unknown,197811,1772459791,a956a387e621e270ba00f7b1409bba98,f7a0a295907541368829aa36192b0ede,00533_004.jpg,Luci 101,,Single Pack,N/A
534,0,film_box_outside,ORWO,NP 22,120,125,BW,199008,1772460033,21018a77a27f2a82636594ef4685ad7d,3a26b6e03eec4c35accf4991a4cd6b7f,00534_000.jpg,Luci 101,,Single Pack,N/A
534,1,film_box_outside,ORWO,NP 22,120,125,BW,199008,1772460034,ee686a597fa94f81bb589f376b45d9cd,4558e00e75de4fe8b16b24422e65b281,00534_001.jpg,Luci 101,,Single Pack,N/A
534,2,film_box_outside,ORWO,NP 22,120,125,BW,199008,1772460037,1a409decedaa19e0361c1b91e874afdb,8aa249acb29b457fa7b9507963d568a9,00534_002.jpg,Luci 101,,Single Pack,N/A
534,3,film_box_outside,ORWO,NP 22,120,125,BW,199008,1772460040,1535ae062f890a5982dedcc3effcc07b,1370e15f3fdd45818d436bff362b934c,00534_003.jpg,Luci 101,,Single Pack,N/A
534,4,film_box_leaflet,ORWO,NP 22,120,125,BW,199008,1772460043,7ea34b3e96d1615ee521531cb5039891,5c792057ae00453fab2206dc24459024,00534_004.jpg,Luci 101,,Single Pack,N/A
534,5,film_box_leaflet,ORWO,NP 22,120,125,BW,199008,1772460046,906778f2f37e734c36a4e574b37c6b0e,1e6b8d2a0fcb4803a1b4724a3c05d55e,00534_005.jpg,Luci 101,,Single Pack,N/A
535,0,film_box_outside,ORWO,UK18,35mm,50,BW,197606,1772460901,f1cdcd8002805c86c9a17088cfe0192f,d3755977cc6f49dab6e0fc8197b3c92d,00535_000.jpg,Luci 101,,Single Pack,36exp
535,1,film_box_outside,ORWO,UK18,35mm,50,BW,197606,1772460902,ba9e500b58249c5f5c86178fb2bae2d6,05670fe7dc444ef4afd5a9856620a6be,00535_001.jpg,Luci 101,,Single Pack,36exp
535,2,film_box_outside,ORWO,UK18,35mm,50,BW,197606,1772460904,e610de8029a6bbde99d99be8c4993d26,0024791369a7416f81f5322942fb529f,00535_002.jpg,Luci 101,,Single Pack,36exp
535,3,film_box_outside,ORWO,UK18,35mm,50,BW,197606,1772460906,aa65db4a6709c334909866e1be9d3631,86f98dc2121d47caae546d61901425b9,00535_003.jpg,Luci 101,,Single Pack,36exp
535,4,film_box_outside,ORWO,UK18,35mm,50,BW,197606,1772460907,ba611d5d71fc043c29114cd28bf993bb,8c444d2a5b724d679e2cc5c6bf3c33ff,00535_004.jpg,Luci 101,,Single Pack,36exp
535,5,film_box_leaflet,ORWO,UK18,35mm,50,BW,197606,1772460909,9b0d93b7d4ba1010e036b0aecdf46cf5,bf6040a757214fd5a3acc9ecefe96811,00535_005.jpg,Luci 101,,Single Pack,36exp
535,6,film_box_leaflet,ORWO,UK18,35mm,50,BW,197606,1772460912,3e6bf425a1af202aa156e76c26eeb552,e466cea5b2be4f3a80367091c829202e,00535_006.jpg,Luci 101,,Single Pack,36exp
536,0,film_box_outside,Kodak,Kodacolor II,35mm,100,C-41,198404,1772461130,a084b7f1787512a4ed240b598fab4d3f,ab800ae503c34a0aa02671d6450e8dcf,00536_000.jpg,Luci 101,,Single Pack,24exp
536,1,film_box_outside,Kodak,Kodacolor II,35mm,100,C-41,198404,1772461131,8fcee827a921026e1a4dc970ab420ea3,3c11f8ae82214741a97acba512ffa0f2,00536_001.jpg,Luci 101,,Single Pack,24exp
536,2,film_box_outside,Kodak,Kodacolor II,35mm,100,C-41,198404,1772461133,6b3c0cc5073138945b9b1759bed1037e,24569d9227db4530b89471f293852831,00536_002.jpg,Luci 101,,Single Pack,24exp
536,3,film_box_outside,Kodak,Kodacolor II,35mm,100,C-41,198404,1772461135,d82fa8711711213869450f3dfa61c5a2,8d2b565ef2c74110906f66356f164e90,00536_003.jpg,Luci 101,,Single Pack,24exp
536,4,film_box_outside,Kodak,Kodacolor II,35mm,100,C-41,198404,1772461136,89cd74bd6d7b1258451976950690f989,f01dcebad7414ecbafe609411370df1e,00536_004.jpg,Luci 101,,Single Pack,24exp
536,5,film_box_leaflet,Kodak,Kodacolor II,35mm,100,C-41,198404,1772461138,b27673e6fea565ede99b6a6690cf7d43,3a535cfbe2cf4290897513af040df7aa,00536_005.jpg,Luci 101,,Single Pack,24exp
536,6,film_box_leaflet,Kodak,Kodacolor II,35mm,100,C-41,198404,1772461140,7d27f1bf7353d7dace425926a088b1cc,566378dad0954215a8976cc6cf6cf173,00536_006.jpg,Luci 101,,Single Pack,24exp
537,0,film_box_outside,Kodak,Kodachrome II,828,25,K-14,196511,1775574759,dc9755fbdef1f755495bfe37717bdea6,9f12faa621fe4c06919086dcec7c2caa,00537_000.jpg,Tallbird Cowboy,,Single Pack,N/A
537,1,film_box_leaflet,Kodak,Kodachrome II,828,25,K-14,196511,1775574761,a37676e4d5e4ce86a4850ab88080f496,77473d75388148a2a9d3d4cf881d7047,00537_001.jpg,Tallbird Cowboy,,Single Pack,N/A
537,2,film_box_leaflet,Kodak,Kodachrome II,828,25,K-14,196511,1775574770,d1901aaf927663c5589a9a9848bd9f3c,fe93855a558c4a649fc6c953e1e5c221,00537_002.jpg,Tallbird Cowboy,,Single Pack,N/A
538,0,film_box_outside,Agfa,AgfaChrome 100RS,120,100,E-6,198801,1776105603,ac04c563b953df19fa22f4bbae44f1ad,06b483aba54b4ce5929a53b74c7d2c42,00538_000.jpg,Luci 101,,Single Pack,N/A
538,1,film_box_outside,Agfa,AgfaChrome 100RS,120,100,E-6,198801,1776105606,8ac4496dcf418c7cead65e0364c92c25,fddb3bf2c2384ede9010c5a601dca722,00538_001.jpg,Luci 101,,Single Pack,N/A
538,2,film_box_outside,Agfa,AgfaChrome 100RS,120,100,E-6,198801,1776105612,6d13d2e3a2ccf9de06c307df61a40b44,8ef09b75e4fe4f88a8cd05d71b562d95,00538_002.jpg,Luci 101,,Single Pack,N/A
538,3,film_box_outside,Agfa,AgfaChrome 100RS,120,100,E-6,198801,1776105615,3965f2746f90924707e390299fce5b34,5330ba90ecc04adfb0a6c681bf1983ba,00538_003.jpg,Luci 101,,Single Pack,N/A
538,4,film_box_outside,Agfa,AgfaChrome 100RS,120,100,E-6,198801,1776105617,dbdb9f2df4d14e0c17e1193fed3def21,37ca2a55104e4f03b4bdc483a1a9d14e,00538_004.jpg,Luci 101,,Single Pack,N/A
538,5,film_box_outside,Agfa,AgfaChrome 100RS,120,100,E-6,198801,1776105619,4b116c64507cf033888c8fe78bb7f5db,cff1f06d7a2244599bac9cea8bd5d014,00538_005.jpg,Luci 101,,Single Pack,N/A
538,6,film_box_leaflet,Agfa,AgfaChrome 100RS,120,100,E-6,198801,1776105621,e3a33c12817c42de8b35eba9c4a39f35,31be2de2870945cc88fb17d6c916cc0e,00538_006.jpg,Luci 101,,Single Pack,N/A
539,0,film_box_outside,Kodak,Super Speed Ortho Portrait,12x16.5cm,Unknown,BW,194210,1776105863,cdb372243a6d04ff2e923a4ba169a792,b9989063d3264ee2b866b21d3e9ab625,00539_000.jpg,@ellafridalindblom,,Single Pack,12 Sheets
540,0,film_box_outside,Ilford,HP3,12x16.5cm,125,BW,194704,1776106078,f564999f69924337bbed829648e81cdd,6e678765fd1c48e08d9ebb05cb5b6d94,00540_000.jpg,@ellafridalindblom,,Single Pack,24 Sheets
541,0,film_box_outside,Gevaert,Superchrom,12x16.5cm,80,BW,Unknown,1776106448,d1b64b3305778f6b9f213aa02614d2e7,9362bbd2bc0f48f68f28b7e5e9700217,00541_000.jpg,@ellafridalindblom,,Single Pack,12 Sheets
541,1,film_box_outside,Gevaert,Superchrom,12x16.5cm,80,BW,Unknown,1776106451,9a9962058ca2d8a91c27af161540b524,ba7892ff23004ca29c649c9ec62c9952,00541_001.jpg,@ellafridalindblom,,Single Pack,12 Sheets
542,0,film_box_outside,Kodak,Ektachrome 160T,35mm,160,E-6,199309,1776106672,15201012efdd420d1627fab02d9d98f5,dae0e4a473644444817e010eeb3d7b64,00542_000.jpg,@tylerdrey,,Single Pack,24exp
542,1,film_box_inside,Kodak,Ektachrome 160T,35mm,160,E-6,199309,1776106673,cc13733b2cbd141ed37ac1f33ab35128,d55ee26a62134eabb2784c27adc0c895,00542_001.jpg,@tylerdrey,,Single Pack,24exp
543,0,film_box_outside,Kodak,High Speed Ektachrome,120,160,Unknown,197309,1776107005,966b1b0738de5205a58bde470810eb80,d6df7ff94eb54de292068cb45080fe39,00543_000.jpg,@ob.skura,,Single Pack,N/A
543,1,film_box_leaflet,Kodak,High Speed Ektachrome,120,160,Unknown,197309,1776107006,2a5f8897c4a8beaff62fe2115d24530a,af73630d2fa7497bb84299a4706ed0da,00543_001.jpg,@ob.skura,,Single Pack,N/A
543,2,film_box_leaflet,Kodak,High Speed Ektachrome,120,160,Unknown,197309,1776107015,501e140ac0add9ef74f4a1e09ab2317d,f4278cfd7eea4c7a8f07251385bf4745,00543_002.jpg,@ob.skura,,Single Pack,N/A
544,0,film_box_outside,ORWO,OrwoChrome UT18,35mm,50,E-6,199201,1776107202,0a387321a08aa4f3b548df75f362312d,ee69ebd9b18946a2b81e5369f74ff2ce,00544_000.jpg,Luci 101,,Single Pack,36exp
544,1,film_box_outside,ORWO,OrwoChrome UT18,35mm,50,E-6,199201,1776107203,8b88fd0bb126eadb7fdff2ff74b663ff,57b927e054184769b5ae8313c7d5d9e3,00544_001.jpg,Luci 101,,Single Pack,36exp
544,2,film_box_outside,ORWO,OrwoChrome UT18,35mm,50,E-6,199201,1776107205,0ec14969fcde7bb0d1529b0f5e625202,c034fd63fef94771a456a85502c95560,00544_002.jpg,Luci 101,,Single Pack,36exp
544,3,film_box_outside,ORWO,OrwoChrome UT18,35mm,50,E-6,199201,1776107207,b288d64f59d0d7cd7cb2efc26a5f97df,fbb516474ad04dc1a9432b4540028826,00544_003.jpg,Luci 101,,Single Pack,36exp
544,4,film_box_leaflet,ORWO,OrwoChrome UT18,35mm,50,E-6,199201,1776107210,c5211de9b56da5fa8eb372b47e82eceb,071fb5a273094f789e73ff7263d24747,00544_004.jpg,Luci 101,,Single Pack,36exp
544,5,film_box_leaflet,ORWO,OrwoChrome UT18,35mm,50,E-6,199201,1776107212,52be4a3877359ec1ea282a33829eca92,456bc06ad0d5476aa82f4e4d4dd74027,00544_005.jpg,Luci 101,,Single Pack,36exp
545,0,film_box_outside,Svema,Foto 64,35mm,64,BW,199303,1776107406,18027d9e4ec6b42639a85e350f634d71,dafc01117d5744b9a1591e4ad9ed481f,00545_000.jpg,Luci 101,,Single Pack,36exp
545,1,film_box_outside,Svema,Foto 64,35mm,64,BW,199303,1776107407,ec695f145d6fc69b229f6f8e8ba1e2ec,87f4697850314f529e3ebb3c0d41ce8b,00545_001.jpg,Luci 101,,Single Pack,36exp
545,2,film_box_outside,Svema,Foto 64,35mm,64,BW,199303,1776107409,4c460bdb0cf297954de23f65698dc4e6,a88be5144d414706a3b1faffb5489e51,00545_002.jpg,Luci 101,,Single Pack,36exp
545,3,film_box_outside,Svema,Foto 64,35mm,64,BW,199303,1776107411,e3c64499582dba5f38ede9e358a11005,c3a7565139c64afab94d5a16bf801bcf,00545_003.jpg,Luci 101,,Single Pack,36exp
545,4,film_box_outside,Svema,Foto 64,35mm,64,BW,199303,1776107412,99112f71285ef6a9deb839b5b0cd2921,e7373c8293d34a5dadc57a48f16748e9,00545_004.jpg,Luci 101,,Single Pack,36exp
546,0,film_box_outside,Kodak,Gold 200,35mm,200,C-41,200212,1776107579,29a30a1683c38f0d61978428c0e90b83,e8e8fbafc8a64a19ad483dc1d7e3442d,00546_000.jpg,@Hol.m35,,Single Pack,36exp
546,1,film_box_outside,Kodak,Gold 200,35mm,200,C-41,200212,1776107580,55169c5c4c7e447c41eee7276c0247ec,5a268c9c5d684ad18cdc7650cf1c692d,00546_001.jpg,@Hol.m35,,Single Pack,36exp
547,0,film_box_outside,Agfa,Agfacolor CNS2,120,80,CNS2,198003,1776107671,73d553800036dbf18595cd056d467df4,db108d3120e04e4987e0c94174e0d515,00547_000.jpg,@Hol.m35,,Single Pack,N/A
548,0,film_box_outside,Lomography,Postdam,120,100,BW,202209,1776107816,21e16bf37e3fffb57f7316a4793687bf,35d94ea6e97849ee876a5c61ee532769,00548_000.jpg,@Hol.m35,,Single Pack,N/A
548,1,film_box_outside,Lomography,Postdam,120,100,BW,202209,1776107818,f9d298391c7cef49b9499a8bb3734846,4590b9bb4e264db4990e69e1b93862f4,00548_001.jpg,@Hol.m35,,Single Pack,N/A
549,0,film_box_outside,Lomography,Berlin,35mm,400,BW,202804,1776107891,ee280c45d6baa3742134c9ce72b14ab1,f9c71bea8e0942ceab31c4f97ea6d3df,00549_000.jpg,@Hol.m35,,Single Pack,36exp
549,1,film_box_outside,Lomography,Berlin,35mm,400,BW,202804,1776107892,17f3a132094572d48d1c0c841d89937e,5b7c6a7904af43aa9c02ab476a36d80f,00549_001.jpg,@Hol.m35,,Single Pack,36exp
550,0,film_box_outside,Lucky,C200,35mm,200,C-41,202802,1776108174,cfa71a8310d74cb43ed8d9dcf229d9b8,417dc63303e24ed58b36a4fbe55ab0cc,00550_000.jpg,@Hol.m35,,Single Pack,36exp
550,1,film_box_inside,Lucky,C200,35mm,200,C-41,202802,1776108177,282de464eaa1250a06e9177abf403577,1d360d80e5b74366a57bb661651a0ea1,00550_001.jpg,@Hol.m35,,Single Pack,36exp
551,0,film_box_outside,Fujifilm,Fujicolor Superia Multi400,35mm,400,C-41,200204,1776108284,77af0b1881156766085c693c1f3a098e,4b1ba64dcf86459eafd45ccd07c569f7,00551_000.jpg,@Hol.m35,,Single Pack,36exp
551,1,film_box_outside,Fujifilm,Fujicolor Superia Multi400,35mm,400,C-41,200204,1776108286,afca86ac092f92282874d38d6d3dbbd8,4f4492d0823945df8353a4e1bc2052ba,00551_001.jpg,@Hol.m35,,Single Pack,36exp
552,0,film_box_outside,Harman,Switch Azure,120,125,C-41,202712,1776108515,dea5366ca111f7d64105512080d07a33,f81a19dc94ac47e99249911f97fe31bb,00552_000.jpg,@Hol.m35,,Single Pack,N/A
552,1,film_box_inside,Harman,Switch Azure,120,125,C-41,202712,1776108516,e520faa5429928d67e10cb9abe736cb8,9f700cd952734d0c88e3c26e8525c2bd,00552_001.jpg,@Hol.m35,,Single Pack,N/A
553,0,film_box_outside,Harman,Switch Azure,35mm,125,C-41,202711,1776108559,e2bc15ad69fb6b13eaf51e396096f008,85e5b83007814fbd8b1a0c4caaf9df9c,00553_000.jpg,@Hol.m35,,Single Pack,36exp
553,1,film_box_inside,Harman,Switch Azure,35mm,125,C-41,202711,1776108560,94f229de5f7fd2e45cf3730885833f7e,f4b9bf30e757490087b895af7dfa3a8b,00553_001.jpg,@Hol.m35,,Single Pack,36exp
554,0,film_box_outside,Fujifilm,Fujicolor C200,35mm,200,C-41,201608,1776108636,578e025bc4483de5ead35a55f6e57ed1,5f2a25eea5ed4846862cce7ae96c2585,00554_000.jpg,@Hol.m35,,Multi-Pack-5,24exp
555,0,film_box_outside,Escura,Showa Camera Film,35mm,400,C-41,202608,1776108989,13624b912365f8b99da96d90328a3e4d,a87bd544a56a4ee39a2fe6e2db3f826b,00555_000.jpg,kaimon,,Single Pack,30exp
556,0,film_box_outside,Fujifilm,Neopan Acros 100 II,120,100,BW,200701,1776109064,181088b93f941891c67b6782fe6b5389,fbb052b5a0024308b4d11dd3a78b4027,00556_000.jpg,kaimon,,Single Pack,N/A
556,1,film_box_inside,Fujifilm,Neopan Acros 100 II,120,100,BW,200701,1776109066,b2a0bec2f7e5bd2e21cec7ddb7e90c70,56b053f3a12e489396fea4d8db1f6b45,00556_001.jpg,kaimon,,Single Pack,N/A
557,0,film_box_outside,Kodak,Plus-X,35mm,125,BW,194506,1776109361,4b35186d42a4544c3650a5f8963b14fb,e2b224605b0745258cf52515e02099a6,00557_000.jpg,Greg,,Single Pack,18exp
558,0,film_box_outside,Lomography,Color Negative Film,120,400,C-41,201212,1776109512,2464e769072f2db9df80ef7b38cd21f0,808ce640e530482f9016329c0eb2d986,00558_000.jpg,@Hol.m35,,Multi-Pack-3,8exp
558,1,film_box_outside,Lomography,Color Negative Film,120,400,C-41,201212,1776109514,a25cc7c9e6f4e27884d1603cac9bdfe4,44865d9f476846938a0d9986fd21c796,00558_001.jpg,@Hol.m35,,Multi-Pack-3,8exp
559,0,film_box_outside,Rollei,Retro 400S,35mm,400,BW,202809,1776109570,3e539a40c24c09f8627c1090f57f0793,1a8dc35eb6684e78b2a15dbbe362f345,00559_000.jpg,@Hol.m35,,Single Pack,36exp
559,1,film_box_inside,Rollei,Retro 400S,35mm,400,BW,202809,1776109572,f6e596ccf5c8c92497489a522fa844ae,a7b5c23d62b248df98ed3a4a4979afaf,00559_001.jpg,@Hol.m35,,Single Pack,36exp
560,0,film_box_outside,Lucky,C200,35mm,200,C-41,201301,1776109862,50d82b5c3ca2ded34818712f96447d47,698e4d8dc2ef4a5d8ea7c8d0e0d9f727,00560_000.jpg,Dialupdude,,Single Pack,36exp
560,1,film_box_inside,Lucky,C200,35mm,200,C-41,201301,1776109864,340cfd8d7a800e8b34435bae98ce6c0e,59c76e90f1b947c28da172d2c7f5e2df,00560_001.jpg,Dialupdude,,Single Pack,36exp
561,0,film_box_outside,1Shot,Color Print Film,35mm,400,C-41,202508,1776109926,4f687796229a4538fae9c761174b9738,7e2a1df614294a7680f4b9478c578cf0,00561_000.jpg,Dialupdude,,Single Pack,24exp
562,0,film_box_outside,Kodak,Sport Single Use Camera,35mm,800,C-41,202605,1776110020,b9bd75154be4a9d8e2ee5f1656279b91,e9b9c65612ae498080917cde3fd94618,00562_000.jpg,Dialupdude,,Single Pack,27exp
563,0,film_box_outside,Polaroid,Color i-Type Film,Instant Integral Film,640,Instant,202307,1776110174,c4a791a5614f206146135dd616344473,a0f16870196d400eb47971a65ab747a7,00563_000.jpg,Dialupdude,,Single Pack,16exp
563,1,film_box_inside,Polaroid,Color i-Type Film,Instant Integral Film,640,Instant,202307,1776110176,a889c79735009c6b95c90fefecabdf21,0c52f0b46fc847ce8dba3f2f22609100,00563_001.jpg,Dialupdude,,Single Pack,16exp
564,0,film_box_outside,Polaroid,Color i-Type Film,Instant Integral Film,640,Instant,202403,1776110235,6bf347637de7f576abd101354f945af2,a66f7c510e5e49e0b14a1165b59d32e9,00564_000.jpg,Dialupdude,,Single Pack,8exp
564,1,film_box_inside,Polaroid,Color i-Type Film,Instant Integral Film,640,Instant,202403,1776110237,b3d13cf365d2c49584f2d3f6e32864a7,7cb12adb23de4c09ae158c3f290de943,00564_001.jpg,Dialupdude,,Single Pack,8exp
565,0,film_box_outside,Polaroid,B&W i-Type Film,Instant Integral Film,640,Instant,202507,1776110301,d7e756d7f66b7da816caff8ca1931c73,d0c5d59f8d974c83b651e1b9e8f7963a,00565_000.jpg,Dialupdude,,Single Pack,8exp
565,1,film_box_inside,Polaroid,B&W i-Type Film,Instant Integral Film,640,Instant,202507,1776110303,9110c58c4dff2870e3dde2d155c6a9a1,77ff51132ecc4e08b3c3e93abebe4af8,00565_001.jpg,Dialupdude,,Single Pack,8exp
566,0,film_box_outside,Agfa,AgfaChrome 50 S,120,50,AP41,197707,1779792601,0bb0360c40d2698e4e20e81fa243a703,614f88677713446992d710403ec5eb28,00566_000.jpg,Luci 101,,Single Pack,N/A
566,1,film_box_outside,Agfa,AgfaChrome 50 S,120,50,AP41,197707,1779792603,ab9eb8ce7bf628b7228223fe0b8d1af2,563ff01a71b8458e995e169d10771e29,00566_001.jpg,Luci 101,,Single Pack,N/A
566,2,film_box_outside,Agfa,AgfaChrome 50 S,120,50,AP41,197707,1779792606,f412bb7c6f9b15b2d284e53adc41921e,6e3128ce6339494ba89745d7618298e0,00566_002.jpg,Luci 101,,Single Pack,N/A
566,3,film_box_outside,Agfa,AgfaChrome 50 S,120,50,AP41,197707,1779792608,e2c6d0ed59a9d462f282119d0b30fc87,263945c531864b9587149422d5e5a246,00566_003.jpg,Luci 101,,Single Pack,N/A
566,4,film_box_leaflet,Agfa,AgfaChrome 50 S,120,50,AP41,197707,1779792610,2a00460e2bca60f972355abd4cb3d616,fa734de6cae54db2bf120f56304c21c9,00566_004.jpg,Luci 101,,Single Pack,N/A
566,5,film_box_leaflet,Agfa,AgfaChrome 50 S,120,50,AP41,197707,1779792612,47a60ca0d98a34a86d3a6f60acd465ad,10484fe8aeea44beb41b69e06d7a7d87,00566_005.jpg,Luci 101,,Single Pack,N/A
567,0,film_box_outside,ORWO,OrwoColor UT13,8mm,16,Unknown,197110,1779792786,b59d0abe97c97dd439b6cab4bd1a3462,e7ff421fe76940efb7c727d4ffa6a05d,00567_000.jpg,Luci 101,,Single Pack,7.5m
567,1,film_box_outside,ORWO,OrwoColor UT13,8mm,16,Unknown,197110,1779792788,8ec1107ffd4849c305f1feae8522bff5,256ee695209049f9ac2dc59ca5050d62,00567_001.jpg,Luci 101,,Single Pack,7.5m
567,2,film_box_outside,ORWO,OrwoColor UT13,8mm,16,Unknown,197110,1779792792,5e5b964e8a323c0254c2db16826e3faf,b2db8d01c3814c3fbba583de1dd4c40b,00567_002.jpg,Luci 101,,Single Pack,7.5m
567,3,film_box_outside,ORWO,OrwoColor UT13,8mm,16,Unknown,197110,1779792793,4f97f9dfc412bd9b59f617c11fea0fe7,58998f5a2b9b4a6c858dd018ff39d2cb,00567_003.jpg,Luci 101,,Single Pack,7.5m
567,4,film_box_outside,ORWO,OrwoColor UT13,8mm,16,Unknown,197110,1779792795,a417ffee94e3bb3424058b5fbb31557c,bbe200fbd9b043a6824d899f556e2651,00567_004.jpg,Luci 101,,Single Pack,7.5m
567,5,film_box_leaflet,ORWO,OrwoColor UT13,8mm,16,Unknown,197110,1779792865,1ee253298fa93d8f4876a70794c4dd0e,f8414c9045084fed9143b5ed262db46f,00567_005.jpg,Luci 101,,Single Pack,7.5m
567,6,film_box_leaflet,ORWO,OrwoColor UT13,8mm,16,Unknown,197110,1779792867,84e06a1c2e6dbf356987ff3286077c22,d1620311aaa6413cbdd0fe506f38e8cd,00567_006.jpg,Luci 101,,Single Pack,7.5m
567,7,film_box_leaflet,ORWO,OrwoColor UT13,8mm,16,Unknown,197110,1779792869,63401db3ff16d7bde47820a8efd91f16,5acaacb7d6f44b8db4833f94fc496345,00567_007.jpg,Luci 101,,Single Pack,7.5m
567,8,film_box_leaflet,ORWO,OrwoColor UT13,8mm,16,Unknown,197110,1779792871,66966810b87053fe5ec985a34cfe1626,243bdcfc9037400a841215bde0e5f5c1,00567_008.jpg,Luci 101,,Single Pack,7.5m
567,9,film_box_leaflet,ORWO,OrwoColor UT13,8mm,16,Unknown,197110,1779792872,a520a568194968c429bd8b3954662867,87a8af10c93a4dbba9accf8bf7c5413e,00567_009.jpg,Luci 101,,Single Pack,7.5m
567,10,film_box_processing_envelope,ORWO,OrwoColor UT13,8mm,16,Unknown,197110,1779792874,f413eafa1fb92e17f0733f2cd211de78,3cdf8b9ef19541dca4ac9161ec1a4332,00567_010.jpg,Luci 101,,Single Pack,7.5m
567,11,film_box_processing_envelope,ORWO,OrwoColor UT13,8mm,16,Unknown,197110,1779792879,cb91aeae40131eaace785b3ce9094ca8,09e49f5c233746daba9dfc6a30560007,00567_011.jpg,Luci 101,,Single Pack,7.5m
568,0,film_box_outside,Optik Oldschool,Motion 200T,35mm,200,ECN-2,202804,1779793629,c2f436aec7085ca6d710e0a4fd401bc1,b389844cc8c04ab8b936315354330d90,00568_000.jpg,@Hol.m35,,Single Pack,36exp
569,0,film_box_outside,Optik Oldschool,Motion 500T,35mm,500,ECN-2,202804,1779793660,fea3582c6f2dec4da42b4cc31614df1f,f437c859b1564324968e289acecfbd42,00569_000.jpg,@Hol.m35,,Single Pack,36exp
570,0,film_box_outside,Efke,R14,120,20,BW,197003,1779793999,5d660a8e6769d44c6cf303430f971a88,32a76ef752524fab9f27ebe632b527f5,00570_000.jpg,Tobias,,Single Pack,N/A
570,1,film_box_leaflet,Efke,R14,120,20,BW,197003,1779794003,73a55891a6442967cf13d1da0e11fe52,64e01932547643cd806e82e0faf38af2,00570_001.jpg,Tobias,,Single Pack,N/A
570,2,film_box_leaflet,Efke,R14,120,20,BW,197003,1779794006,11912b0d00b68b39c3532bda32d13752,cb7b9dc522034a9e8e0c9efb07844543,00570_002.jpg,Tobias,,Single Pack,N/A
571,0,film_box_outside,Kodak,T-MAX P3200,35mm,3200,BW,202702,1779794161,a4a42b14da765117c47c36cc36847c7b,989581de448d4ccd82d8ab0950dae727,00571_000.jpg,Pelicram,,Single Pack,36exp
572,0,film_box_outside,Kodak,Kodacolor II,120,100,C-41,197110,1779794353,6b381869e6f2899f12183e1f90a2021f,8b179d290e4a462bb49bcec4f7c7f435,00572_000.jpg,Greg,,Single Pack,N/A
573,0,film_box_outside,Kodak,High Speed Ektachrome,120,160,Unknown,197410,1779794443,3b315e69b2d7471f028c3d841dc5f6dc,4dc3f1e6a10842dbb0b1ac038b5ac335,00573_000.jpg,Greg,,Single Pack,N/A
574,0,film_box_outside,Kodak,Ektachrome-X,120,64,Unknown,197403,1779794496,de4da7bb0f0c583cc79169bad563aa6e,109f05cb335c476a8b019d13347ccca3,00574_000.jpg,Greg,,Single Pack,N/A
575,0,film_box_outside,Kodak,Kodachrome,828,12,K-11,196109,1779794665,93c43cb7f5a51e940cc43af61266e548,aa76bcdbe2fe48fab10e56e1bd84e19e,00575_000.jpg,Greg,,Single Pack,8exp
576,0,film_box_outside,Kodak,Tri-X Pan,120,400,BW,197906,1779794702,584ee162eb6091050ec0947f27994122,261300ac4604457a8d0c8743d1e19a93,00576_000.jpg,Greg,,Single Pack,N/A
577,0,film_box_outside,Mr. Negative,Arcade,35mm,400,C-41,202901,1779795176,564b15f965bc7e901ba5dbd1e4d46a5a,e71e488f0288481f906ccecdf054a6e5,00577_000.jpg,@Hol.m35,,Single Pack,36exp
578,0,film_box_outside,A Girl Has Film,Tetris 200,35mm,200,C-41,Unknown,1779795246,31f4e31e1ed05d23ab9c26718e99dbef,987a22c2477b44d2ab1b4c434b2db309,00578_000.jpg,@Hol.m35,,Single Pack,Unknown
579,0,film_box_outside,Freestyle,500T,35mm,400,ECN-2,Unknown,1779795322,9ad8fd57a1f02e0f8f3ecdc97eeb1fa0,b7110d960d454ac484eafe3b650c8073,00579_000.jpg,@Hol.m35,,Single Pack,36exp
